Gene ID	source_id	Organism	Genomic Location (Gene)	Product Description	Score	Ortholog count	Ortholog Group
TGVEG_307830	TGVEG_307830-t26_1	Toxoplasma gondii VEG	TGVEG_chrXII:414,064..415,788(-)	hypothetical protein	5.589	26	OG6_157596
TGVEG_307840	TGVEG_307840-t26_1	Toxoplasma gondii VEG	TGVEG_chrXII:418,565..419,964(-)	SF-assemblin/beta giardin protein	5.589	51	OG6_111978
TGVEG_307850	TGVEG_307850-t26_1	Toxoplasma gondii VEG	TGVEG_chrXII:422,941..427,134(-)	6-phosphogluconate dehydrogenase	5.589	31	OG6_100975
TGVEG_307860	TGVEG_307860-t26_1	Toxoplasma gondii VEG	TGVEG_chrXII:430,373..449,751(+)	putative transmembrane protein	5.589	23	OG6_490261
TGVEG_307980	TGVEG_307980-t26_1	Toxoplasma gondii VEG	TGVEG_chrXII:453,477..462,558(+)	putative GTP-binding protein lepA	5.589	42	OG6_100972
TGVEG_307990	TGVEG_307990-t26_1	Toxoplasma gondii VEG	TGVEG_chrXII:466,114..471,329(-)	arrestin (or s-antigen), n-terminal domain-containing protein	5.589	28	OG6_102119
TGVEG_308000	TGVEG_308000-t26_1	Toxoplasma gondii VEG	TGVEG_chrXII:473,494..481,244(+)	Gpi16 subunit, GPI transamidase component protein	5.589	34	OG6_103068
TGVEG_308010	TGVEG_308010-t26_1	Toxoplasma gondii VEG	TGVEG_chrXII:483,578..487,162(-)	hypothetical protein	5.589	15	OG6_489904
TGVEG_308020	TGVEG_308020-t26_1	Toxoplasma gondii VEG	TGVEG_chrXII:489,560..490,717(-)	SAG-related sequence SRS57	5.589	1112	OG6_106689
TGVEG_308030	TGVEG_308030-t26_1	Toxoplasma gondii VEG	TGVEG_chrXII:492,646..502,064(+)	hypothetical protein	5.589	32	OG6_139510
TGVEG_308040	TGVEG_308040-t26_1	Toxoplasma gondii VEG	TGVEG_chrXII:503,075..508,257(-)	ZPR1 zinc finger domain-containing protein	5.589	34	OG6_101443
TGVEG_308050	TGVEG_308050-t26_1	Toxoplasma gondii VEG	TGVEG_chrXII:511,275..514,002(+)	thioredoxin domain-containing protein	5.589	63	OG6_101215
TGVEG_308060	TGVEG_308060-t26_1	Toxoplasma gondii VEG	TGVEG_chrXII:520,801..530,623(+)	hypothetical protein	5.589	24	OG6_224237
TGVEG_308070	TGVEG_308070-t26_1	Toxoplasma gondii VEG	TGVEG_chrXII:533,957..541,271(+)	hypothetical protein	5.589	24	OG6_492054
TGVEG_308075	TGVEG_308075-t26_1	Toxoplasma gondii VEG	TGVEG_chrXII:543,188..544,458(-)	hypothetical protein	5.589	14	OG6_489303
TGVEG_308090	TGVEG_308090-t26_1	Toxoplasma gondii VEG	KI544629:263..1,912(-)	rhoptry protein ROP5	5.589	298	OG6_117745
TGVEG_308093	TGVEG_308093-t26_1	Toxoplasma gondii VEG	KI544789:52..1,497(-)	rhoptry kinase family protein (incomplete catalytic triad)	5.589	298	OG6_117745
TGVEG_308580	TGVEG_308580-t26_1	Toxoplasma gondii VEG	TGVEG_chrXI:262,193..274,757(+)	Lon protease family protein	5.589	43	OG6_100411
TGVEG_308590	TGVEG_308590-t26_1	Toxoplasma gondii VEG	TGVEG_chrXI:277,093..281,137(-)	Mov34/MPN/PAD-1 family protein	5.589	29	OG6_102889
TGVEG_308810A	TGVEG_308810A-t26_1	Toxoplasma gondii VEG	TGVEG_chrXI:283,753..285,019(+)	rhoptry neck protein RON9	5.589	93	OG6_100012
TGVEG_308810B	TGVEG_308810B-t26_1	Toxoplasma gondii VEG	TGVEG_chrXI:285,145..293,149(+)	rhoptry neck protein RON9	5.589	93	OG6_100012
TGVEG_308820	TGVEG_308820-t26_1	Toxoplasma gondii VEG	TGVEG_chrXI:295,479..296,111(-)	hypothetical protein	5.589	4	OG6_491283
TGVEG_308830	TGVEG_308830-t26_1	Toxoplasma gondii VEG	TGVEG_chrXI:298,485..300,900(+)	dual specificity protein phosphatase	5.589	22	OG6_116637
TGVEG_308840	TGVEG_308840-t26_1	Toxoplasma gondii VEG	TGVEG_chrXI:302,710..304,685(+)	SAG-related sequence SRS51	5.589	1112	OG6_106689
TGVEG_308850	TGVEG_308850-t26_1	Toxoplasma gondii VEG	TGVEG_chrXI:307,298..311,017(+)	hypothetical protein	5.589	18	OG6_491859
TGVEG_308860	TGVEG_308860-t26_1	Toxoplasma gondii VEG	TGVEG_chrXI:312,500..316,083(-)	hypothetical protein	5.589	21	OG6_110154
TGVEG_308870	TGVEG_308870-t26_1	Toxoplasma gondii VEG	TGVEG_chrXI:321,644..327,547(+)	hypothetical protein	5.589	32	OG6_106005
TGVEG_308880	TGVEG_308880-t26_1	Toxoplasma gondii VEG	TGVEG_chrXI:330,733..338,466(-)	ImpB/MucB/SamB family protein	5.589	25	OG6_106220
TGVEG_308890	TGVEG_308890-t26_1	Toxoplasma gondii VEG	TGVEG_chrXI:341,520..358,912(+)	transcription elongation factor SPT6	5.589	43	OG6_129088
TGVEG_308920	TGVEG_308920-t26_1	Toxoplasma gondii VEG	TGVEG_chrXI:363,644..370,486(-)	splicing factor U2AF protein	5.589	32	OG6_122481
TGVEG_308930	TGVEG_308930-t26_1	Toxoplasma gondii VEG	TGVEG_chrXI:373,010..374,590(+)	putative 50S ribosomal protein L33	5.589	26	OG6_103648
TGVEG_308940	TGVEG_308940-t26_1	Toxoplasma gondii VEG	TGVEG_chrXI:379,718..387,131(+)	hypothetical protein	5.589	19	OG6_492289
TGVEG_308945	TGVEG_308945-t26_1	Toxoplasma gondii VEG	TGVEG_chrXI:388,277..388,603(+)	histidine acid phosphatase superfamily protein	5.589	58	OG6_182186
TGVEG_308950	TGVEG_308950-t26_1	Toxoplasma gondii VEG	TGVEG_chrXI:390,224..392,020(+)	histidine acid phosphatase superfamily protein	5.589	58	OG6_182186
TGVEG_308960	TGVEG_308960-t26_1	Toxoplasma gondii VEG	TGVEG_chrXI:393,302..400,153(-)	ATPase, AAA family protein	5.589	29	OG6_103335
TGVEG_308965	TGVEG_308965-t26_1	Toxoplasma gondii VEG	TGVEG_chrXI:408,403..414,843(+)	putative transmembrane protein	5.589	15	OG6_491375
TGVEG_308970	TGVEG_308970-t26_1	Toxoplasma gondii VEG	TGVEG_chrXI:418,256..419,284(+)	hypothetical protein	5.589	20	OG6_223171
TGVEG_308980	TGVEG_308980-t26_1	Toxoplasma gondii VEG	TGVEG_chrXI:420,782..424,375(-)	hypothetical protein	5.589	18	OG6_491893
TGVEG_308990	TGVEG_308990-t26_1	Toxoplasma gondii VEG	TGVEG_chrXI:427,572..430,661(-)	transporter, solute:sodium symporter (SSS) family protein	5.589	56	OG6_110824
TGVEG_309000	TGVEG_309000-t26_1	Toxoplasma gondii VEG	TGVEG_chrXI:432,422..438,679(-)	putative sodium:solute symporter family domain protein	5.589	20	OG6_491014
TGVEG_309010	TGVEG_309010-t26_1	Toxoplasma gondii VEG	TGVEG_chrXI:441,253..444,674(-)	putative elongation factor P	5.589	46	OG6_103533
TGVEG_309020	TGVEG_309020-t26_1	Toxoplasma gondii VEG	TGVEG_chrXI:445,423..447,441(+)	PP-loop family protein	5.589	29	OG6_100947
TGVEG_309025	TGVEG_309025-t26_1	Toxoplasma gondii VEG	TGVEG_chrXI:452,637..453,562(-)	putative transmembrane protein	5.589	15	OG6_491172
TGVEG_309030	TGVEG_309030-t26_1	Toxoplasma gondii VEG	TGVEG_chrXI:454,975..459,367(-)	putative large protein with signal peptide cysteine-rich	5.589	20	OG6_223071
TGVEG_309040	TGVEG_309040-t26_1	Toxoplasma gondii VEG	TGVEG_chrXI:461,895..463,745(-)	putative histone hairpin-binding protein	5.589	35	OG6_103940
TGVEG_309050	TGVEG_309050-t26_1	Toxoplasma gondii VEG	TGVEG_chrXI:467,715..470,837(-)	alpha and gamma adaptin-binding protein p34	5.589	18	OG6_491163
TGVEG_309060	TGVEG_309060-t26_1	Toxoplasma gondii VEG	TGVEG_chrXI:472,102..479,789(+)	ubiquitin carboxyl-terminal hydrolase	5.589	17	OG6_490658
TGVEG_309070	TGVEG_309070-t26_1	Toxoplasma gondii VEG	TGVEG_chrXI:483,018..487,753(+)	hypothetical protein	5.589	19	OG6_489750
TGVEG_309080	TGVEG_309080-t26_1	Toxoplasma gondii VEG	TGVEG_chrXI:490,327..495,097(-)	hypothetical protein	5.589	16	OG6_489451
TGVEG_309090	TGVEG_309090-t26_1	Toxoplasma gondii VEG	TGVEG_chrXI:498,355..504,374(-)	hypothetical protein	5.589	24	OG6_489709
TGVEG_309095	TGVEG_309095-t26_1	Toxoplasma gondii VEG	TGVEG_chrXI:505,264..507,172(+)	hypothetical protein	5.589	17	OG6_492068
TGVEG_309100	TGVEG_309100-t26_1	Toxoplasma gondii VEG	TGVEG_chrXI:507,280..511,287(-)	peroxin-3	5.589	20	OG6_489610
TGVEG_309110	TGVEG_309110-t26_1	Toxoplasma gondii VEG	TGVEG_chrXI:513,619..519,326(+)	tRNA methyl transferase	5.589	31	OG6_101163
TGVEG_309120	TGVEG_309120-t26_1	Toxoplasma gondii VEG	TGVEG_chrXI:521,475..522,821(-)	ribosomal protein RPL4	5.589	27	OG6_100849
TGVEG_309130	TGVEG_309130-t26_1	Toxoplasma gondii VEG	TGVEG_chrXI:524,467..524,943(+)	hypothetical protein	5.589	4	OG6_491155
TGVEG_309140	TGVEG_309140-t26_1	Toxoplasma gondii VEG	TGVEG_chrXI:526,128..532,769(+)	transducin beta-like protein TBL1	5.589	30	OG6_116834
TGVEG_309150	TGVEG_309150-t26_1	Toxoplasma gondii VEG	TGVEG_chrXI:533,722..534,099(-)	putative transmembrane protein	5.589	9	OG6_491699
TGVEG_309160	TGVEG_309160-t26_1	Toxoplasma gondii VEG	TGVEG_chrXI:536,803..538,429(-)	IgA-specific metalloendopeptidase	5.589	4	OG6_492139
TGVEG_309170	TGVEG_309170-t26_1	Toxoplasma gondii VEG	TGVEG_chrXI:542,197..547,740(-)	TAF7-like RNA polymerase II TAF7L	5.589	33	OG6_102177
TGVEG_309180	TGVEG_309180-t26_1	Toxoplasma gondii VEG	TGVEG_chrXI:548,218..549,429(-)	hypothetical protein	5.589	15	OG6_491898
TGVEG_309185	TGVEG_309185-t26_1	Toxoplasma gondii VEG	TGVEG_chrXI:550,228..550,786(-)	hypothetical protein	5.589	4	OG6_492227
TGVEG_309190	TGVEG_309190-t26_1	Toxoplasma gondii VEG	TGVEG_chrXI:552,785..558,411(+)	hypothetical protein	5.589	32	OG6_156403
TGVEG_309195	TGVEG_309195-t26_1	Toxoplasma gondii VEG	TGVEG_chrXI:561,108..562,448(+)	hypothetical protein	5.589	13	OG6_490672
TGVEG_309200	TGVEG_309200-t26_1	Toxoplasma gondii VEG	TGVEG_chrXI:562,751..565,906(+)	zinc finger (CCCH type) motif-containing protein	5.589	18	OG6_490766
TGVEG_309210	TGVEG_309210-t26_1	Toxoplasma gondii VEG	TGVEG_chrXI:567,489..570,367(-)	putative peroxiredoxin 6	5.589	95	OG6_100111
TGVEG_309220	TGVEG_309220-t26_1	Toxoplasma gondii VEG	TGVEG_chrXI:571,675..578,347(-)	GTPase activating protein for Arf protein	5.589	31	OG6_100831
TGVEG_309230	TGVEG_309230-t26_1	Toxoplasma gondii VEG	TGVEG_chrXI:579,810..580,229(+)	hypothetical protein	5.589	3	OG6_491068
TGVEG_309240	TGVEG_309240-t26_1	Toxoplasma gondii VEG	TGVEG_chrXI:583,148..591,028(+)	CorA family Mg2+ transporter protein	5.589	32	OG6_132831
TGVEG_309250	TGVEG_309250-t26_1	Toxoplasma gondii VEG	TGVEG_chrXI:593,025..607,263(-)	hypothetical protein	5.589	28	OG6_491445
TGVEG_309265	TGVEG_309265-t26_1	Toxoplasma gondii VEG	TGVEG_chrXI:608,985..611,498(+)	oxidoreductase, short chain dehydrogenase/reductase family protein	5.589	52	OG6_100091
TGVEG_309280	TGVEG_309280-t26_1	Toxoplasma gondii VEG	TGVEG_chrXI:614,747..620,314(-)	zinc finger, C3HC4 type (RING finger) domain-containing protein	5.589	21	OG6_489563
TGVEG_309290	TGVEG_309290-t26_1	Toxoplasma gondii VEG	TGVEG_chrXI:622,530..624,378(+)	HD domain protein	5.589	27	OG6_101371
TGVEG_309300	TGVEG_309300-t26_1	Toxoplasma gondii VEG	TGVEG_chrXI:626,117..627,818(+)	SAG-related sequence SRS55A	5.589	360	OG6_114613
TGVEG_309330	TGVEG_309330-t26_1	Toxoplasma gondii VEG	TGVEG_chrXI:631,226..632,907(+)	SAG-related sequence SRS55F	5.589	360	OG6_114613
TGVEG_309352	TGVEG_309352-t26_1	Toxoplasma gondii VEG	TGVEG_chrXI:641,432..643,193(+)	SAG-related sequence SRS55N	5.589	360	OG6_114613
TGVEG_309370	TGVEG_309370-t26_1	Toxoplasma gondii VEG	TGVEG_chrXI:646,492..655,004(-)	adaptin n terminal region domain-containing protein	5.589	33	OG6_102126
TGVEG_309380A	TGVEG_309380A-t26_1	Toxoplasma gondii VEG	TGVEG_chrXI:663,234..665,337(-)	Nuf2	5.589	42	OG6_143818
TGVEG_309380B	TGVEG_309380B-t26_1	Toxoplasma gondii VEG	TGVEG_chrXI:658,096..662,269(-)	Nuf2	5.589	42	OG6_143818
TGVEG_309390	TGVEG_309390-t26_1	Toxoplasma gondii VEG	TGVEG_chrXI:669,702..671,689(+)	hypothetical protein	5.589	32	OG6_139430
TGVEG_309400	TGVEG_309400-t26_1	Toxoplasma gondii VEG	TGVEG_chrXI:673,381..686,571(-)	RecF/RecN/SMC N terminal domain-containing protein	5.589	38	OG6_102062
TGVEG_309405	TGVEG_309405-t26_1	Toxoplasma gondii VEG	TGVEG_chrXI:688,827..690,012(+)	hypothetical protein	5.589	13	OG6_491254
TGVEG_309410	TGVEG_309410-t26_1	Toxoplasma gondii VEG	TGVEG_chrXI:691,818..695,000(+)	AP2 domain transcription factor AP2XI-1	5.589	18	OG6_491178
TGVEG_309420	TGVEG_309420-t26_1	Toxoplasma gondii VEG	TGVEG_chrXI:698,259..713,305(-)	ferlin family protein	5.589	54	OG6_116719
TGVEG_309530	TGVEG_309530-t26_1	Toxoplasma gondii VEG	TGVEG_chrXI:720,035..721,223(-)	putative transmembrane protein	5.589	18	OG6_491806
TGVEG_309540	TGVEG_309540-t26_1	Toxoplasma gondii VEG	TGVEG_chrXI:724,053..729,652(-)	putative transmembrane protein	5.589	17	OG6_491437
TGVEG_309550	TGVEG_309550-t26_1	Toxoplasma gondii VEG	TGVEG_chrXI:730,312..731,430(+)	hypothetical protein	5.589	21	OG6_223157
TGVEG_309560	TGVEG_309560-t26_1	Toxoplasma gondii VEG	TGVEG_chrXI:734,449..736,235(+)	nmda receptor glutamate-binding chain	5.589	82	OG6_100360
TGVEG_309570	TGVEG_309570-t26_1	Toxoplasma gondii VEG	TGVEG_chrXI:739,262..741,784(-)	DEAD/DEAH box helicase domain-containing protein	5.589	45	OG6_102022
TGVEG_309580	TGVEG_309580-t26_1	Toxoplasma gondii VEG	TGVEG_chrXI:743,486..752,147(+)	transporter, major facilitator family protein	5.589	42	OG6_108621
TGVEG_309590	TGVEG_309590-t26_1	Toxoplasma gondii VEG	TGVEG_chrXI:754,757..756,097(+)	rhoptry protein ROP1	5.589	17	OG6_490168
TGVEG_309600	TGVEG_309600-t26_1	Toxoplasma gondii VEG	TGVEG_chrXI:759,894..767,633(+)	hypothetical protein	5.589	34	OG6_222975
TGVEG_309610	TGVEG_309610-t26_1	Toxoplasma gondii VEG	TGVEG_chrXI:771,125..772,327(-)	putative transmembrane protein	5.589	21	OG6_104318
TGVEG_309720	TGVEG_309720-t26_1	Toxoplasma gondii VEG	TGVEG_chrXI:775,727..778,828(+)	hypothetical protein	5.589	22	OG6_490683
TGVEG_309730	TGVEG_309730-t26_1	Toxoplasma gondii VEG	TGVEG_chrXI:782,571..790,099(-)	thioredoxin reductase	5.589	34	OG6_100956
TGVEG_309740	TGVEG_309740-t26_1	Toxoplasma gondii VEG	TGVEG_chrXI:792,931..794,445(-)	LSM domain-containing protein	5.589	29	OG6_102085
TGVEG_309752	TGVEG_309752-t26_1	Toxoplasma gondii VEG	TGVEG_chrXI:795,855..799,078(+)	putative succinate-Coenzyme A ligase, beta subunit	5.589	32	OG6_100409
TGVEG_309760	TGVEG_309760-t26_1	Toxoplasma gondii VEG	TGVEG_chrXI:800,844..801,791(-)	hypothetical protein	5.589	19	OG6_491075
TGVEG_309770	TGVEG_309770-t26_1	Toxoplasma gondii VEG	TGVEG_chrXI:804,171..811,892(-)	septin	5.589	19	OG6_104031
TGVEG_309780	TGVEG_309780-t26_1	Toxoplasma gondii VEG	TGVEG_chrXI:814,999..818,296(+)	Rrp15p	5.589	18	OG6_103633
TGVEG_309790	TGVEG_309790-t26_1	Toxoplasma gondii VEG	TGVEG_chrXI:821,215..823,921(+)	hypothetical protein	5.589	31	OG6_130911
TGVEG_309800	TGVEG_309800-t26_1	Toxoplasma gondii VEG	TGVEG_chrXI:830,803..834,859(-)	RNA recognition motif-containing protein	5.589	25	OG6_166512
TGVEG_309810	TGVEG_309810-t26_1	Toxoplasma gondii VEG	TGVEG_chrXI:837,638..838,465(-)	ribosomal protein RPP2	5.589	31	OG6_100883
TGVEG_309820	TGVEG_309820-t26_1	Toxoplasma gondii VEG	TGVEG_chrXI:839,101..840,722(+)	ribosomal protein RPL11	5.589	30	OG6_100325
TGVEG_309830	TGVEG_309830-t26_1	Toxoplasma gondii VEG	TGVEG_chrXI:841,917..842,373(-)	hypothetical protein	5.589	14	OG6_490305
TGVEG_309840	TGVEG_309840-t26_1	Toxoplasma gondii VEG	TGVEG_chrXI:846,001..847,149(-)	hypothetical protein	5.589	17	OG6_490099
TGVEG_309850	TGVEG_309850-t26_1	Toxoplasma gondii VEG	TGVEG_chrXI:849,778..855,369(-)	insulin-degrading enzyme	5.589	29	OG6_158742
TGVEG_309860	TGVEG_309860-t26_1	Toxoplasma gondii VEG	TGVEG_chrXI:857,913..859,910(-)	alpha/beta hydrolase family protein	5.589	25	OG6_108530
TGVEG_309865	TGVEG_309865-t26_1	Toxoplasma gondii VEG	TGVEG_chrXI:860,371..860,985(-)	hypothetical protein	5.589	13	OG6_491250
TGVEG_309870	TGVEG_309870-t26_1	Toxoplasma gondii VEG	TGVEG_chrXI:863,048..865,537(+)	PX domain protein	5.589	20	OG6_143730
TGVEG_309880	TGVEG_309880-t26_1	Toxoplasma gondii VEG	TGVEG_chrXI:868,530..872,375(+)	hypothetical protein	5.589	17	OG6_491865
TGVEG_309885	TGVEG_309885-t26_1	Toxoplasma gondii VEG	TGVEG_chrXI:875,625..881,181(-)	hypothetical protein	5.589	15	OG6_492013
TGVEG_309890	TGVEG_309890-t26_1	Toxoplasma gondii VEG	TGVEG_chrXI:887,136..897,623(+)	hydrolase	5.589	67	OG6_110414
TGVEG_309910	TGVEG_309910-t26_1	Toxoplasma gondii VEG	TGVEG_chrXI:901,021..908,800(-)	transmembrane amino acid transporter	5.589	61	OG6_109770
TGVEG_309920	TGVEG_309920-t26_1	Toxoplasma gondii VEG	TGVEG_chrXI:910,903..916,041(+)	hypothetical protein	5.589	18	OG6_224238
TGVEG_309930	TGVEG_309930-t26_1	Toxoplasma gondii VEG	TGVEG_chrXI:917,945..924,126(-)	melibiase subfamily protein	5.589	23	OG6_101043
TGVEG_309940	TGVEG_309940-t26_1	Toxoplasma gondii VEG	TGVEG_chrXI:927,580..937,090(+)	phospholipase D active site domain-containing protein	5.589	33	OG6_106810
TGVEG_309950	TGVEG_309950-t26_1	Toxoplasma gondii VEG	TGVEG_chrXI:937,126..942,959(+)	NLE (NUC135) domain-containing protein	5.589	32	OG6_102659
TGVEG_309960	TGVEG_309960-t26_1	Toxoplasma gondii VEG	TGVEG_chrXI:946,082..950,454(+)	hypothetical protein	5.589	24	OG6_490716
TGVEG_309980	TGVEG_309980-t26_1	Toxoplasma gondii VEG	TGVEG_chrXI:952,733..996,801(-)	dynein heavy chain family protein	5.589	962	OG6_100025
TGVEG_309990	TGVEG_309990-t26_1	Toxoplasma gondii VEG	TGVEG_chrXI:999,370..1,000,281(+)	putative transmembrane protein	5.589	29	OG6_215349
TGVEG_310000	TGVEG_310000-t26_1	Toxoplasma gondii VEG	TGVEG_chrXI:1,006,396..1,012,037(+)	putative membrane protein	5.589	29	OG6_101701
TGVEG_310005	TGVEG_310005-t26_1	Toxoplasma gondii VEG	TGVEG_chrXI:1,012,251..1,014,533(+)	hypothetical protein	5.589	13	OG6_491231
TGVEG_310010A	TGVEG_310010A-t26_1	Toxoplasma gondii VEG	TGVEG_chrXI:1,015,442..1,017,793(+)	rhoptry neck protein RON1	5.589	34	OG6_211698
TGVEG_310010B	TGVEG_310010B-t26_1	Toxoplasma gondii VEG	TGVEG_chrXI:1,018,359..1,020,938(+)	rhoptry neck protein RON1	5.589	34	OG6_211698
TGVEG_310020	TGVEG_310020-t26_1	Toxoplasma gondii VEG	TGVEG_chrXI:1,022,364..1,022,849(-)	hypothetical protein	5.589	19	OG6_492210
TGVEG_310030	TGVEG_310030-t26_1	Toxoplasma gondii VEG	TGVEG_chrXI:1,023,611..1,024,556(-)	putative cyclase-associated protein	5.589	31	OG6_101374
TGVEG_310040	TGVEG_310040-t26_1	Toxoplasma gondii VEG	TGVEG_chrXI:1,027,392..1,029,692(-)	putative ubiquitin conjugating enzyme E2	5.589	26	OG6_101344
TGVEG_310045	TGVEG_310045-t26_1	Toxoplasma gondii VEG	TGVEG_chrXI:1,033,174..1,035,100(-)	hypothetical protein	5.589	13	OG6_490612
TGVEG_310050	TGVEG_310050-t26_1	Toxoplasma gondii VEG	TGVEG_chrXI:1,035,489..1,041,807(-)	RNA recognition motif-containing protein	5.589	22	OG6_199229
TGVEG_310055	TGVEG_310055-t26_1	Toxoplasma gondii VEG	TGVEG_chrXI:1,042,090..1,043,264(-)	hypothetical protein	5.589	12	OG6_491755
TGVEG_310060	TGVEG_310060-t26_1	Toxoplasma gondii VEG	TGVEG_chrXI:1,044,651..1,045,754(+)	small nuclease	5.589	29	OG6_103503
TGVEG_310070	TGVEG_310070-t26_1	Toxoplasma gondii VEG	TGVEG_chrXI:1,046,748..1,050,055(-)	putative methyltransferase	5.589	69	OG6_100611
TGVEG_310080	TGVEG_310080-t26_1	Toxoplasma gondii VEG	TGVEG_chrXI:1,054,466..1,058,151(-)	AMP-binding enzyme domain-containing protein	5.589	41	OG6_166486
TGVEG_310090	TGVEG_310090-t26_1	Toxoplasma gondii VEG	TGVEG_chrXI:1,060,794..1,061,666(-)	hypothetical protein	5.589	13	OG6_491555
TGVEG_310100	TGVEG_310100-t26_1	Toxoplasma gondii VEG	TGVEG_chrXI:1,062,205..1,067,891(+)	mannosyltransferase (pig-m) protein	5.589	35	OG6_102429
TGVEG_310110	TGVEG_310110-t26_1	Toxoplasma gondii VEG	TGVEG_chrXI:1,068,084..1,068,512(+)	hypothetical protein	5.589	6	OG6_492102
TGVEG_310118	TGVEG_310118-t26_1	Toxoplasma gondii VEG	TGVEG_chrXI:1,069,125..1,074,720(-)	ribosomal death-associated protein 3	5.589	38	OG6_122553
TGVEG_310122	TGVEG_310122-t26_1	Toxoplasma gondii VEG	TGVEG_chrXI:1,074,819..1,076,454(-)	hypothetical protein	5.589	4	OG6_489879
TGVEG_310130	TGVEG_310130-t26_1	Toxoplasma gondii VEG	TGVEG_chrXI:1,078,712..1,090,965(-)	Spc97 / Spc98 family protein	5.589	40	OG6_101925
TGVEG_310140	TGVEG_310140-t26_1	Toxoplasma gondii VEG	TGVEG_chrXI:1,093,914..1,100,497(+)	putative lysosomal cobalamin transporter	5.589	32	OG6_105928
TGVEG_310150	TGVEG_310150-t26_1	Toxoplasma gondii VEG	TGVEG_chrXI:1,102,022..1,106,422(-)	AMP-binding enzyme domain-containing protein	5.589	41	OG6_166486
TGVEG_310160	TGVEG_310160-t26_1	Toxoplasma gondii VEG	TGVEG_chrXI:1,108,814..1,114,160(+)	argonaute AGO	5.589	17	OG6_100361
TGVEG_310170	TGVEG_310170-t26_1	Toxoplasma gondii VEG	TGVEG_chrXI:1,118,718..1,121,657(-)	hypothetical protein	5.589	18	OG6_491218
TGVEG_310173	TGVEG_310173-t26_1	Toxoplasma gondii VEG	TGVEG_chrXI:1,122,995..1,123,793(+)	hypothetical protein	5.589	15	OG6_490438
TGVEG_310177	TGVEG_310177-t26_1	Toxoplasma gondii VEG	TGVEG_chrXI:1,126,899..1,127,730(+)	hypothetical protein	5.589	15	OG6_490855
TGVEG_310180	TGVEG_310180-t26_1	Toxoplasma gondii VEG	TGVEG_chrXI:1,131,135..1,133,724(+)	hypothetical protein	5.589	25	OG6_139497
TGVEG_310190	TGVEG_310190-t26_1	Toxoplasma gondii VEG	TGVEG_chrXI:1,136,775..1,148,652(-)	PIK3R4 kinase-related protein (incomplete catalytic triad)	5.589	30	OG6_102384
TGVEG_310200	TGVEG_310200-t26_1	Toxoplasma gondii VEG	TGVEG_chrXI:1,151,665..1,160,381(-)	hypothetical protein	5.589	26	OG6_156414
TGVEG_310210	TGVEG_310210-t26_1	Toxoplasma gondii VEG	TGVEG_chrXI:1,164,616..1,166,982(-)	putative transmembrane protein	5.589	30	OG6_130909
TGVEG_310215	TGVEG_310215-t26_1	Toxoplasma gondii VEG	TGVEG_chrXI:1,169,819..1,171,395(+)	hypothetical protein	5.589	14	OG6_490222
TGVEG_310220	TGVEG_310220-t26_1	Toxoplasma gondii VEG	TGVEG_chrXI:1,173,046..1,185,881(+)	putative guanylate-binding protein	5.589	35	OG6_197151
TGVEG_310230	TGVEG_310230-t26_1	Toxoplasma gondii VEG	TGVEG_chrXI:1,186,783..1,187,424(+)	putative transmembrane protein	5.589	7	OG6_489975
TGVEG_310235	TGVEG_310235-t26_1	Toxoplasma gondii VEG	TGVEG_chrXI:1,189,206..1,190,511(-)	putative transmembrane protein	5.589	16	OG6_491313
TGVEG_310240	TGVEG_310240-t26_1	Toxoplasma gondii VEG	TGVEG_chrXI:1,193,140..1,194,666(+)	putative transmembrane protein	5.589	18	OG6_492158
TGVEG_310250	TGVEG_310250-t26_1	Toxoplasma gondii VEG	TGVEG_chrXI:1,197,280..1,201,602(-)	bestrophin	5.589	25	OG6_145878
TGVEG_310260	TGVEG_310260-t26_1	Toxoplasma gondii VEG	TGVEG_chrXI:1,204,927..1,207,288(-)	hypothetical protein	5.589	17	OG6_490905
TGVEG_310270	TGVEG_310270-t26_1	Toxoplasma gondii VEG	TGVEG_chrXI:1,211,545..1,219,815(+)	hypothetical protein	5.589	39	OG6_136524
TGVEG_310275	TGVEG_310275-t26_1	Toxoplasma gondii VEG	TGVEG_chrXI:1,221,668..1,225,571(+)	hypothetical protein	5.589	15	OG6_489690
TGVEG_310280	TGVEG_310280-t26_1	Toxoplasma gondii VEG	TGVEG_chrXI:1,228,410..1,232,978(+)	Phosphoethanolamine-cytidyltransferase	5.589	29	OG6_100945
TGVEG_310290	TGVEG_310290-t26_1	Toxoplasma gondii VEG	TGVEG_chrXI:1,240,756..1,248,846(-)	regulator of chromosome condensation (RCC1) repeat-containing protein	5.589	35	OG6_139503
TGVEG_310300A	TGVEG_310300A-t26_1	Toxoplasma gondii VEG	TGVEG_chrXI:1,250,366..1,258,526(+)	hypothetical protein	5.589	36	OG6_490492
TGVEG_310300B	TGVEG_310300B-t26_1	Toxoplasma gondii VEG	TGVEG_chrXI:1,259,648..1,260,844(+)	hypothetical protein	5.589	36	OG6_490492
TGVEG_310310	TGVEG_310310-t26_1	Toxoplasma gondii VEG	TGVEG_chrXI:1,262,793..1,265,027(-)	WD domain, G-beta repeat-containing protein	5.589	30	OG6_201724
TGVEG_310320	TGVEG_310320-t26_1	Toxoplasma gondii VEG	TGVEG_chrXI:1,266,353..1,272,036(+)	calreticulin family protein	5.589	34	OG6_102144
