orthologs,GT1,ME49,VEG
OG6_102152,2,2,2
OG6_490735,1,1,1
OG6_109745,1,1,1
OG6_139451,1,1,1
OG6_490622,1,1,1
OG6_490050,1,1,1
OG6_102246,1,1,1
OG6_100293,1,1,1
OG6_156383,1,1,1
OG6_489403,1,1,1
OG6_489647,1,1,1
OG6_102032,1,1,1
OG6_119797,1,1,1
OG6_490478,1,1,1
OG6_101449,1,1,1
OG6_118066,1,1,1
OG6_106167,1,1,1
OG6_491851,1,1,1
OG6_112296,1,1,1
OG6_490701,1,1,1
OG6_102341,1,1,1
OG6_103646,1,1,1
OG6_222612,1,1,1
OG6_489440,1,1,1
OG6_218855,1,1,1
OG6_489845,1,1,1
OG6_156379,1,1,1
OG6_110800,1,1,1
OG6_490628,1,1,1
OG6_489938,1,1,1
OG6_148525,1,1,1
OG6_102606,1,1,1
OG6_151767,1,1,1
OG6_491452,1,1,1
OG6_104156,1,1,1
OG6_491490,1,1,1
OG6_492136,1,1,1
OG6_491593,1,1,1
OG6_102438,1,1,1
OG6_183227,1,1,1
OG6_101659,1,1,1
OG6_201678,1,1,1
OG6_489881,1,1,1
OG6_491959,1,1,1
OG6_103649,1,1,1
OG6_101473,1,1,1
OG6_490850,1,1,1
OG6_101910,1,1,1
OG6_491339,1,1,1
OG6_491626,1,1,1
OG6_103243,1,1,1
OG6_104929,1,1,1
OG6_489762,1,1,1
OG6_490977,1,1,1
OG6_222942,1,1,1
OG6_491881,1,1,1
OG6_492259,1,1,1
OG6_222943,1,1,1
OG6_106760,1,1,1
OG6_101416,2,2,2
OG6_102753,1,1,1
OG6_101102,2,2,2
OG6_490251,1,1,1
OG6_108338,1,1,1
OG6_103282,1,1,1
OG6_100540,1,1,1
OG6_491264,1,1,1
OG6_489327,1,1,1
OG6_142634,1,1,1
OG6_211184,1,1,1
OG6_104720,1,1,1
OG6_105522,1,1,1
OG6_100228,1,1,1
OG6_489666,1,1,1
OG6_122827,1,1,1
OG6_490180,1,1,1
OG6_490886,1,1,1
OG6_139518,1,1,1
OG6_492205,1,1,1
OG6_490380,1,1,1
OG6_490388,1,1,1
OG6_100882,1,1,1
OG6_101480,1,1,1
OG6_492089,1,1,1
OG6_100457,1,1,1
OG6_101108,1,1,1
OG6_491937,1,1,1
OG6_491106,1,1,1
OG6_103429,1,1,1
OG6_100393,1,1,1
OG6_492199,1,1,1
OG6_101462,2,2,2
OG6_491759,1,1,1
OG6_102941,1,1,1
OG6_103447,1,1,1
OG6_491010,1,1,1
OG6_491064,1,1,1
OG6_102947,1,1,1
OG6_185890,1,1,1
OG6_222996,2,1,2
OG6_100819,1,1,1
OG6_159024,1,1,1
OG6_490329,1,1,1
OG6_206782,1,1,1
OG6_491242,1,1,1
OG6_490689,1,1,1
OG6_179351,1,1,1
OG6_491604,1,1,1
OG6_146106,1,1,1
OG6_223005,1,1,1
OG6_103757,1,1,1
OG6_144656,1,1,1
OG6_100787,2,2,3
OG6_101604,1,1,1
OG6_490348,1,1,1
OG6_490648,1,1,1
OG6_491628,1,1,1
OG6_491285,1,1,1
OG6_105881,1,1,1
OG6_122972,1,1,1
OG6_102476,1,1,1
OG6_100964,1,1,1
OG6_491985,1,1,1
OG6_492213,2,1,1
OG6_108224,1,1,1
OG6_102426,1,1,1
OG6_201541,1,1,1
OG6_490893,1,1,1
OG6_110772,1,1,1
OG6_100569,2,2,2
OG6_223002,1,1,1
OG6_224209,1,1,1
OG6_102593,1,1,1
OG6_489992,1,1,1
OG6_491767,1,1,1
OG6_490493,1,1,1
OG6_491332,1,1,1
OG6_181867,1,2,1
OG6_100985,1,1,1
OG6_101405,1,1,1
OG6_491447,1,1,1
OG6_101761,1,1,1
OG6_492271,1,1,1
OG6_492124,1,1,1
OG6_102523,1,1,1
OG6_100790,1,1,1
OG6_102622,1,1,1
OG6_223004,1,1,1
OG6_491042,1,1,1
OG6_489642,1,1,1
OG6_490177,1,1,1
OG6_491449,1,1,1
OG6_105468,1,1,1
OG6_146115,1,1,1
OG6_206249,1,1,1
OG6_100955,1,1,1
OG6_139441,1,1,1
OG6_163770,1,1,1
OG6_492336,1,1,1
OG6_490757,1,1,1
OG6_102827,1,1,1
OG6_492333,1,1,1
OG6_100965,1,1,1
OG6_104538,1,1,1
OG6_133526,1,1,1
OG6_489316,1,1,1
OG6_100337,1,1,1
OG6_189225,1,1,1
OG6_489813,1,1,1
OG6_103845,1,1,1
OG6_129442,1,1,1
OG6_160755,1,1,1
OG6_102049,1,1,1
OG6_491542,1,1,1
OG6_179545,1,1,1
OG6_489832,1,1,1
OG6_223046,1,1,1
OG6_104646,1,1,1
OG6_491414,1,1,1
OG6_113639,0,1,1
OG6_159567,1,1,1
OG6_113449,1,1,1
OG6_490383,1,1,1
OG6_491880,1,1,1
OG6_146153,1,1,1
OG6_491599,1,1,1
OG6_107627,1,1,1
OG6_491864,1,1,1
OG6_100279,1,1,1
OG6_100660,1,1,1
OG6_223073,1,1,1
OG6_151457,1,1,1
OG6_101358,1,1,1
OG6_223074,1,1,1
OG6_490068,1,1,1
OG6_104907,1,1,1
OG6_126785,1,1,1
OG6_100549,1,1,1
OG6_106504,1,1,1
OG6_153567,1,1,1
OG6_103983,1,1,1
OG6_100835,2,2,2
OG6_151994,1,1,1
OG6_491863,1,1,1
OG6_490854,1,1,1
OG6_492121,1,1,1
OG6_181885,1,1,1
OG6_101427,1,1,1
OG6_489325,1,1,1
OG6_491895,1,1,1
OG6_223015,1,1,1
OG6_100851,1,1,1
OG6_100954,1,1,1
OG6_139479,1,1,1
OG6_100473,1,1,1
OG6_489715,1,1,1
OG6_490386,1,1,1
OG6_174445,1,1,1
OG6_102725,1,1,1
OG6_100390,2,2,2
OG6_490122,1,1,1
OG6_102832,1,1,1
OG6_491142,1,1,1
OG6_108842,1,1,1
OG6_104385,1,1,1
OG6_104593,1,1,1
OG6_100635,2,2,2
OG6_102853,1,1,1
OG6_106160,1,1,1
OG6_490079,1,1,1
OG6_489344,1,1,1
OG6_224210,2,2,2
OG6_156449,1,1,1
OG6_104574,1,1,1
OG6_491622,1,1,1
OG6_142819,1,1,1
OG6_491745,1,1,1
OG6_491035,1,1,1
OG6_489627,1,1,1
OG6_101697,1,1,1
OG6_489340,1,1,0
OG6_490154,1,1,1
OG6_137355,1,1,1
OG6_151371,1,1,1
OG6_491082,1,1,1
OG6_491766,1,1,1
OG6_489626,1,1,1
OG6_101621,1,1,1
OG6_491836,1,1,1
OG6_103433,1,1,1
OG6_155486,1,1,1
OG6_103933,2,2,2
OG6_102975,1,1,1
OG6_103230,1,1,1
OG6_490550,0,1,1
OG6_101151,1,1,1
OG6_223175,1,1,1
OG6_490217,1,1,1
OG6_139434,1,1,1
OG6_491038,1,1,1
OG6_108609,1,1,1
OG6_109998,1,1,1
OG6_101507,1,1,1
OG6_490755,0,1,1
OG6_121865,1,1,1
OG6_105239,1,1,1
OG6_490314,1,1,1
OG6_104802,1,1,1
OG6_109764,1,1,1
OG6_139472,1,1,1
OG6_489663,1,1,1
OG6_174861,1,1,1
OG6_132446,1,1,1
OG6_129965,1,1,1
OG6_152180,1,1,1
OG6_491237,1,1,1
OG6_490747,1,1,1
OG6_100505,2,2,2
OG6_102816,1,1,1
OG6_101531,1,1,1
OG6_489669,1,1,1
OG6_492084,1,1,1
OG6_102084,1,1,1
OG6_103386,2,2,2
OG6_134705,1,1,1
OG6_106382,1,1,1
OG6_201081,1,1,1
OG6_492338,1,1,1
OG6_139474,1,1,1
OG6_489452,1,1,1
OG6_489474,1,1,1
OG6_490413,1,1,1
OG6_490011,1,1,1
OG6_103317,1,1,1
OG6_491504,1,1,1
OG6_492182,1,1,1
OG6_491086,1,1,1
OG6_104252,1,1,1
OG6_104550,1,1,1
OG6_104373,1,1,1
OG6_490274,1,1,1
OG6_125079,1,1,1
OG6_222926,1,1,1
OG6_222927,1,1,1
OG6_104280,1,1,1
OG6_130041,1,1,1
OG6_102338,1,1,1
OG6_100839,2,2,2
OG6_181259,1,1,1
OG6_101294,1,1,1
OG6_129543,1,1,1
OG6_489506,1,1,1
OG6_100532,1,1,1
OG6_491763,1,1,1
OG6_102164,1,1,1
OG6_130905,2,2,2
OG6_491752,1,1,1
OG6_121179,1,1,1
OG6_100649,1,1,1
OG6_106571,1,1,1
OG6_223093,1,1,1
OG6_491511,0,1,0
OG6_489502,1,1,1
OG6_126806,1,1,1
OG6_491394,0,1,1
OG6_489826,1,1,1
OG6_105678,1,1,1
OG6_101338,2,2,2
OG6_102505,1,1,1
OG6_491590,1,1,1
OG6_492354,1,1,1
OG6_146108,1,1,1
OG6_491128,1,1,1
OG6_490819,1,1,1
OG6_489435,1,1,1
OG6_102676,1,1,1
OG6_102318,1,1,1
OG6_102747,1,1,1
OG6_491482,1,1,1
OG6_224211,1,1,1
OG6_491151,1,1,1
OG6_179558,1,1,1
OG6_103494,1,1,1
OG6_489382,1,1,1
OG6_112025,2,1,1
OG6_122634,0,1,0
OG6_491607,1,1,1
OG6_102467,1,1,1
OG6_491139,1,1,2
OG6_101387,1,1,1
OG6_100508,1,1,1
OG6_489682,1,1,1
OG6_491102,1,1,1
OG6_490418,0,1,1
OG6_102902,1,1,1
OG6_101832,1,1,1
OG6_100275,3,2,3
OG6_223103,1,1,1
OG6_103489,1,1,1
OG6_490533,1,1,1
OG6_103378,1,1,1
OG6_104507,1,1,1
OG6_489861,1,1,1
OG6_100423,1,1,1
OG6_492097,1,1,1
OG6_489923,1,1,1
OG6_100628,1,1,1
OG6_201720,1,1,1
OG6_490538,1,1,1
OG6_223104,1,1,1
OG6_113318,1,1,1
OG6_490062,1,1,1
OG6_491576,1,1,1
OG6_489639,1,1,1
OG6_126805,2,2,2
OG6_101224,1,1,1
OG6_155288,1,1,1
OG6_490514,1,1,1
OG6_491111,1,1,1
OG6_490409,1,1,1
OG6_103502,1,1,1
OG6_106266,1,1,1
OG6_105510,1,1,1
OG6_100766,2,2,2
OG6_491946,1,1,1
OG6_100693,1,1,1
OG6_102012,1,1,1
OG6_489793,1,1,1
OG6_490284,1,1,1
OG6_491267,1,1,1
OG6_222956,1,1,1
OG6_489350,1,1,1
OG6_100442,1,1,1
OG6_489558,1,1,1
OG6_212328,1,1,1
OG6_103217,1,1,1
OG6_103626,1,1,1
OG6_490408,1,1,1
OG6_102319,1,1,1
OG6_490784,1,1,1
OG6_491329,1,1,1
OG6_106376,2,2,2
OG6_491334,1,1,1
OG6_489466,1,1,1
OG6_491159,1,1,1
OG6_102819,1,1,1
OG6_489673,1,1,1
OG6_139447,1,1,1
OG6_185335,1,1,1
OG6_101767,1,1,1
OG6_490936,1,1,0
OG6_164226,1,1,1
OG6_101343,1,1,1
OG6_105801,1,1,1
OG6_101847,3,2,3
OG6_139450,1,1,1
OG6_100641,3,3,3
OG6_489423,1,1,1
OG6_489916,1,1,1
OG6_490518,1,1,2
OG6_492360,1,1,1
OG6_489485,1,1,1
OG6_117775,1,1,1
OG6_223158,1,1,1
OG6_100592,1,1,1
OG6_491909,0,1,0
OG6_129938,1,1,1
OG6_492024,1,1,1
OG6_158726,1,1,1
OG6_100330,1,1,1
OG6_143017,1,1,1
OG6_102417,1,1,1
OG6_491144,1,1,1
OG6_489570,1,1,1
OG6_489819,1,1,1
OG6_491025,1,1,1
OG6_489545,1,1,1
OG6_113993,1,1,1
OG6_489828,2,1,3
OG6_100292,1,1,1
OG6_166646,1,1,1
OG6_490392,1,1,1
OG6_139471,1,1,1
OG6_490226,1,1,1
OG6_104323,1,1,1
OG6_489531,1,1,1
OG6_111096,1,1,1
OG6_222944,1,1,1
OG6_492169,1,1,1
OG6_490271,1,1,1
OG6_117846,1,1,1
OG6_489751,1,1,1
OG6_102406,1,1,1
OG6_100710,1,1,1
OG6_100556,1,1,1
OG6_490339,1,1,1
OG6_146160,1,1,1
OG6_491739,1,1,1
OG6_104628,1,1,1
OG6_102475,1,1,1
OG6_103583,1,1,1
OG6_491914,1,1,1
OG6_103914,1,1,1
OG6_489863,1,1,1
OG6_222945,1,1,1
OG6_491291,1,1,1
OG6_171437,1,1,1
OG6_223062,1,1,1
OG6_151920,1,1,1
OG6_490763,1,1,1
OG6_490310,1,1,1
OG6_489693,1,1,1
OG6_222948,1,1,1
OG6_107747,2,2,2
OG6_208138,1,1,1
OG6_101888,1,1,1
OG6_491350,1,1,1
OG6_491692,1,1,1
OG6_491708,1,1,1
OG6_489928,1,1,1
OG6_489700,1,1,1
OG6_101153,1,1,1
OG6_211150,1,1,1
OG6_222976,1,1,1
OG6_179326,1,1,1
OG6_492364,1,1,1
OG6_174279,1,1,1
OG6_118237,1,1,1
OG6_491786,1,1,1
OG6_101254,1,1,1
OG6_223173,1,1,1
OG6_492260,0,1,1
OG6_116842,1,1,1
OG6_102806,1,1,1
OG6_111930,1,1,1
OG6_491462,1,1,1
OG6_489324,1,1,1
OG6_489373,1,1,1
OG6_100644,1,1,1
OG6_104087,1,1,1
OG6_104066,1,1,1
OG6_489482,1,1,1
OG6_103296,1,1,1
OG6_148529,1,1,1
OG6_151114,1,1,1
OG6_115676,1,1,1
OG6_101334,1,1,1
OG6_100707,1,1,1
OG6_489889,1,1,1
OG6_103748,1,1,1
OG6_490851,1,1,1
OG6_489319,2,1,1
OG6_104764,1,1,1
OG6_100673,2,2,2
OG6_139484,1,1,1
OG6_491072,1,1,1
OG6_137236,1,1,1
OG6_102353,1,1,1
OG6_490980,1,1,1
OG6_103881,1,1,1
OG6_101954,1,1,1
OG6_491456,1,1,1
OG6_490425,1,1,1
OG6_489376,1,1,1
OG6_492220,1,1,1
OG6_489393,1,1,1
OG6_170102,2,2,2
OG6_490792,1,1,0
OG6_121103,1,1,1
OG6_164571,1,1,1
OG6_490249,1,1,1
OG6_139508,1,1,1
OG6_119479,1,1,1
OG6_100842,1,1,1
OG6_144769,1,1,1
OG6_491296,1,1,1
OG6_100843,1,1,1
OG6_101450,1,1,1
OG6_491278,1,1,1
OG6_490908,1,1,1
OG6_103715,1,1,1
OG6_489569,1,1,1
OG6_101047,1,1,1
OG6_103233,1,1,1
OG6_105985,1,1,1
OG6_222982,1,1,1
OG6_490764,1,1,0
OG6_105443,1,1,1
OG6_489698,1,1,1
OG6_101710,1,1,1
OG6_142877,1,1,1
OG6_121187,1,1,1
OG6_491498,1,1,1
OG6_491992,1,1,1
OG6_101109,1,1,1
OG6_492313,1,1,0
OG6_223003,1,1,1
OG6_492245,1,1,1
OG6_106170,1,1,1
OG6_102614,1,1,1
OG6_107449,1,1,1
OG6_158743,1,1,1
OG6_490616,1,1,1
OG6_101827,1,1,1
OG6_492223,0,1,1
OG6_132982,1,1,1
OG6_490522,1,1,1
OG6_103108,1,1,1
OG6_100612,1,1,0
OG6_105032,1,1,1
OG6_105920,1,1,1
OG6_105286,1,1,1
OG6_130603,1,1,1
OG6_492306,1,1,1
OG6_103491,1,1,1
OG6_160744,1,1,1
OG6_492128,1,1,1
OG6_489384,1,1,1
OG6_222470,1,1,1
OG6_114916,1,1,1
OG6_490048,1,1,1
OG6_132005,1,1,0
OG6_490465,1,1,1
OG6_222991,1,1,1
OG6_490015,1,1,1
OG6_102061,1,1,1
OG6_491884,1,1,1
OG6_489703,1,1,1
OG6_491977,1,1,1
OG6_115770,1,1,1
OG6_144416,1,1,1
OG6_102135,2,2,2
OG6_490647,1,1,1
OG6_102198,4,3,3
OG6_489397,0,1,0
OG6_489600,1,1,1
OG6_491051,1,1,1
OG6_104835,1,1,1
OG6_491698,1,1,1
OG6_104080,1,1,1
OG6_103617,2,1,1
OG6_489616,1,1,1
OG6_491655,1,1,1
OG6_223047,1,1,1
OG6_145313,1,1,1
OG6_101428,2,2,2
OG6_223048,1,1,1
OG6_103592,1,1,1
OG6_131584,1,1,1
OG6_489362,1,1,1
OG6_489604,1,1,1
OG6_156387,1,1,1
OG6_102229,1,1,1
OG6_133072,1,1,1
OG6_223049,1,1,1
OG6_109524,1,1,1
OG6_171400,1,1,1
OG6_127492,1,1,1
OG6_491886,1,1,1
OG6_491255,1,1,1
OG6_156385,1,1,1
OG6_146149,1,1,1
OG6_223050,1,1,1
OG6_171346,1,1,1
OG6_491849,1,1,1
OG6_490729,1,1,1
OG6_208173,1,2,1
OG6_101542,1,1,1
OG6_162048,1,1,1
OG6_490993,1,1,1
OG6_103950,1,1,1
OG6_122785,1,1,1
OG6_104502,1,1,1
OG6_103019,1,1,1
OG6_103790,1,1,1
OG6_127054,1,1,1
OG6_108392,1,1,1
OG6_105913,1,1,1
OG6_490655,1,1,1
OG6_491503,1,1,1
OG6_134351,1,1,1
OG6_102602,1,1,1
OG6_224212,1,1,1
OG6_156362,2,2,2
OG6_102214,2,2,2
OG6_134686,1,1,1
OG6_491564,1,1,1
OG6_103839,1,1,1
OG6_151815,1,1,1
OG6_136404,1,1,1
OG6_490364,1,1,1
OG6_103160,1,1,1
OG6_489618,1,1,1
OG6_100876,1,1,1
OG6_141850,1,1,1
OG6_492125,1,1,1
OG6_101087,2,2,2
OG6_146168,1,1,1
OG6_101134,2,2,2
OG6_103412,1,1,1
OG6_119680,1,1,1
OG6_182188,1,1,1
OG6_119366,3,3,3
OG6_103910,1,1,1
OG6_146112,1,1,1
OG6_120784,1,1,1
OG6_103957,1,1,1
OG6_222986,1,1,1
OG6_491819,2,1,2
OG6_182189,3,3,3
OG6_100258,1,1,1
OG6_101114,1,1,1
OG6_101256,2,2,2
OG6_104610,1,1,1
OG6_490750,1,1,1
OG6_223000,1,1,1
OG6_139454,1,1,1
OG6_129590,1,1,1
OG6_101803,1,1,1
OG6_146118,1,1,1
OG6_491943,1,1,1
OG6_103988,1,1,1
OG6_491710,1,1,0
OG6_134689,1,1,1
OG6_160667,1,1,1
OG6_101979,1,1,1
OG6_490996,1,1,1
OG6_490389,1,1,1
OG6_491131,0,1,1
OG6_100902,1,1,1
OG6_491949,1,1,1
OG6_105381,1,1,1
OG6_101290,1,1,1
OG6_103469,1,1,1
OG6_106869,1,1,1
OG6_100903,1,1,1
OG6_102860,1,1,1
OG6_102629,1,1,1
OG6_490141,1,1,1
OG6_105000,1,1,1
OG6_101091,0,1,1
OG6_490145,1,1,1
OG6_102968,1,1,1
OG6_490164,1,1,1
OG6_101639,1,1,1
OG6_492127,1,1,1
OG6_491712,1,1,1
OG6_101667,1,1,1
OG6_491400,1,1,1
OG6_156428,1,1,1
OG6_489601,1,1,1
OG6_102241,1,1,1
OG6_129208,1,1,1
OG6_491377,1,1,1
OG6_491882,1,1,1
OG6_222933,1,1,1
OG6_491126,1,1,1
OG6_490918,1,1,1
OG6_100983,1,1,1
OG6_490433,1,1,1
OG6_222932,1,1,1
OG6_102015,1,1,1
OG6_102595,1,1,1
OG6_491023,1,1,1
OG6_100740,2,2,2
OG6_112853,1,1,1
OG6_491643,1,1,1
OG6_490639,1,1,1
OG6_102528,1,1,1
OG6_489872,1,1,1
OG6_491241,1,1,1
OG6_490225,1,1,1
OG6_492138,1,1,1
OG6_490083,1,1,1
OG6_100216,1,1,1
OG6_489986,1,1,1
OG6_490979,1,1,1
OG6_491381,1,1,1
OG6_139446,1,1,1
OG6_490247,1,1,1
OG6_490427,1,1,1
OG6_491261,1,1,1
OG6_103780,1,1,1
OG6_124490,1,1,1
OG6_100591,1,1,1
OG6_102920,1,1,1
OG6_491125,1,1,1
OG6_491639,1,1,1
OG6_102278,1,1,1
OG6_492056,1,1,1
OG6_103672,1,1,1
OG6_101058,2,2,2
OG6_489830,2,1,2
OG6_162172,7,4,6
OG6_490775,1,1,1
OG6_100460,1,1,1
OG6_490487,1,1,1
OG6_489784,1,1,1
OG6_106807,1,1,1
OG6_101046,1,1,1
OG6_489453,0,1,0
OG6_490297,1,1,1
OG6_139481,1,1,1
OG6_102026,1,1,1
OG6_492118,1,1,1
OG6_491228,1,1,1
OG6_156614,1,1,1
OG6_102226,1,1,1
OG6_489657,1,1,1
OG6_101964,1,1,1
OG6_491858,1,1,1
OG6_116863,1,1,1
OG6_490917,1,1,1
OG6_101207,1,1,1
OG6_100751,1,1,1
OG6_489654,1,1,1
OG6_490773,1,1,1
OG6_100190,2,3,2
OG6_222960,0,1,1
OG6_491468,1,1,1
OG6_181857,2,2,2
OG6_102222,1,1,1
OG6_114884,1,1,1
OG6_489691,1,1,1
OG6_489668,1,1,1
OG6_103533,2,2,2
OG6_105220,1,1,1
OG6_215312,1,1,1
OG6_490169,1,1,1
OG6_491719,1,1,1
OG6_490816,1,1,1
OG6_491720,1,1,1
OG6_222959,1,1,1
OG6_490500,1,1,1
OG6_489364,1,1,1
OG6_183211,1,1,1
OG6_174620,1,1,1
OG6_490436,1,1,1
OG6_104291,1,1,1
OG6_104302,1,1,1
OG6_491904,1,1,1
OG6_120727,9,10,10
OG6_156424,1,1,1
OG6_492329,0,1,1
OG6_137150,1,1,1
OG6_150353,5,5,6
OG6_215359,1,1,1
OG6_489630,1,1,1
OG6_492183,1,1,1
OG6_489738,1,1,1
OG6_492326,1,1,1
OG6_136868,1,1,1
OG6_101310,1,1,1
OG6_489743,1,1,1
OG6_489499,1,1,1
OG6_100597,1,1,1
OG6_100359,1,1,1
OG6_105142,1,1,1
OG6_103313,1,1,1
OG6_490829,1,1,1
OG6_101886,1,1,1
OG6_492075,1,1,1
OG6_490547,1,1,1
OG6_137501,1,1,1
OG6_110278,1,1,1
OG6_170815,1,1,1
OG6_490196,1,1,1
OG6_135490,1,1,1
OG6_223174,1,1,1
OG6_491521,1,1,1
OG6_101848,1,1,1
OG6_490467,1,1,1
OG6_114925,1,1,1
OG6_489841,1,1,1
OG6_489850,1,1,1
OG6_223190,1,1,1
OG6_489598,1,1,1
OG6_148538,1,1,1
OG6_101060,1,1,1
OG6_101728,1,1,1
OG6_490162,1,1,1
OG6_102178,1,1,1
OG6_127990,1,2,2
OG6_102320,1,1,1
OG6_101546,1,1,1
OG6_100183,4,4,4
OG6_490909,1,1,1
OG6_491074,1,1,1
OG6_181863,1,1,1
OG6_490709,1,1,1
OG6_101962,1,1,1
OG6_106739,2,1,1
OG6_102995,1,1,1
OG6_490134,1,1,1
OG6_103424,1,1,1
OG6_101249,1,1,1
OG6_102830,1,1,1
OG6_489366,1,1,1
OG6_492250,1,1,1
OG6_223085,1,1,1
OG6_490185,1,1,1
OG6_103111,1,1,1
OG6_100154,2,2,2
OG6_223086,1,1,1
OG6_103045,3,2,3
OG6_489553,1,1,1
OG6_106314,1,1,1
OG6_102730,1,1,1
OG6_152637,1,1,1
OG6_101819,1,1,1
OG6_490888,1,1,1
OG6_134869,1,1,1
OG6_491686,1,1,1
OG6_209419,1,1,1
OG6_106618,1,1,1
OG6_490987,1,1,1
OG6_103256,1,1,1
OG6_101771,1,1,1
OG6_100779,1,1,1
OG6_223087,1,1,1
OG6_140581,1,1,1
OG6_223464,1,1,1
OG6_492216,1,1,1
OG6_489551,1,1,1
OG6_179330,1,1,1
OG6_101756,1,1,1
OG6_174424,1,1,1
OG6_100519,2,2,2
OG6_105009,1,1,2
OG6_490093,0,1,1
OG6_492095,1,1,1
OG6_156219,1,1,1
OG6_137459,1,1,1
OG6_186180,1,1,1
OG6_491760,0,1,1
OG6_156271,1,1,1
OG6_139444,1,1,1
OG6_489891,1,1,1
OG6_490530,1,1,1
OG6_489741,1,1,1
OG6_111109,1,1,1
OG6_489628,1,1,1
OG6_105858,2,2,2
OG6_102331,2,2,2
OG6_490499,1,1,1
OG6_164490,1,1,1
OG6_154019,1,1,1
OG6_105041,1,1,1
OG6_492320,0,1,0
OG6_101281,1,1,1
OG6_101802,1,1,1
OG6_119300,1,1,1
OG6_102120,1,1,1
OG6_491415,1,1,1
OG6_492064,1,1,1
OG6_102059,1,1,1
OG6_491811,1,1,1
OG6_102591,1,1,1
OG6_139433,1,1,1
OG6_149625,2,2,2
OG6_490697,1,1,1
OG6_103141,2,2,2
OG6_146139,1,1,1
OG6_101138,1,1,1
OG6_102792,1,1,1
OG6_101037,1,1,1
OG6_489599,1,1,1
OG6_490601,1,1,1
OG6_492284,1,1,1
OG6_101746,1,1,1
OG6_102068,1,1,1
OG6_489838,1,1,1
OG6_491277,1,1,1
OG6_103202,1,1,1
OG6_136413,1,1,1
OG6_103553,1,1,1
OG6_491803,1,1,1
OG6_489931,1,1,1
OG6_490483,1,1,1
OG6_491000,1,1,1
OG6_155922,1,1,1
OG6_103226,1,1,1
OG6_103741,1,1,1
OG6_120264,1,1,1
OG6_491055,1,1,1
OG6_100091,2,2,2
OG6_124620,1,1,1
OG6_105353,1,1,1
OG6_489622,1,1,1
OG6_130932,1,1,1
OG6_102549,1,1,1
OG6_491213,1,1,1
OG6_100744,1,1,1
OG6_491787,1,1,1
OG6_104382,1,1,1
OG6_198194,1,1,1
OG6_490575,1,1,1
OG6_104470,1,1,1
OG6_102190,1,1,1
OG6_490967,1,1,1
OG6_102234,1,1,1
OG6_102183,1,1,1
OG6_492018,1,1,1
OG6_132727,1,1,1
OG6_104526,1,1,1
OG6_101221,1,1,1
OG6_141183,1,1,1
OG6_489905,1,1,1
OG6_223031,1,1,1
OG6_130933,1,1,1
OG6_491304,1,1,1
OG6_490884,1,1,1
OG6_182190,1,1,1
OG6_489918,1,1,1
OG6_215320,1,1,1
OG6_139499,1,1,1
OG6_102031,1,1,1
OG6_101513,1,1,1
OG6_134879,1,1,1
OG6_101920,1,1,1
OG6_489919,1,1,1
OG6_101226,1,1,1
OG6_101267,1,1,1
OG6_101650,1,1,1
OG6_490187,1,1,1
OG6_121292,1,1,1
OG6_100958,1,1,1
OG6_102014,1,1,1
OG6_102281,1,1,1
OG6_119345,1,1,1
OG6_100077,2,2,2
OG6_101565,3,2,2
OG6_490346,1,1,1
OG6_181858,1,1,1
OG6_490583,1,1,0
OG6_215331,1,1,1
OG6_112454,1,1,1
OG6_491738,1,1,1
OG6_130099,1,1,1
OG6_491442,1,1,1
OG6_101807,1,1,1
OG6_102118,1,1,1
OG6_160727,1,1,1
OG6_101724,2,2,2
OG6_489478,1,1,1
OG6_110414,2,2,2
OG6_137439,1,1,1
OG6_101289,1,1,1
OG6_158722,1,1,1
OG6_102491,1,1,1
OG6_103529,1,1,1
OG6_101259,1,1,1
OG6_100012,3,2,3
OG6_100896,1,1,1
OG6_490776,1,1,1
OG6_181887,1,1,1
OG6_101707,1,1,1
OG6_491166,1,1,1
OG6_490640,1,1,1
OG6_491846,1,1,1
OG6_156416,1,1,1
OG6_151960,1,1,1
OG6_491187,1,1,1
OG6_160754,1,1,1
OG6_100840,1,1,1
OG6_490359,1,1,1
OG6_492277,1,1,1
OG6_174427,1,1,1
OG6_491310,1,1,1
OG6_223112,1,1,1
OG6_490420,1,1,1
OG6_103182,1,1,1
OG6_129556,1,1,1
OG6_100608,1,1,1
OG6_114926,2,1,1
OG6_490921,1,1,1
OG6_490768,1,1,1
OG6_102404,1,1,1
OG6_124777,1,1,1
OG6_139439,2,1,1
OG6_223017,1,1,1
OG6_489615,1,1,0
OG6_102923,1,1,1
OG6_103049,1,1,1
OG6_491616,1,1,1
OG6_102159,1,1,1
OG6_489488,1,1,1
OG6_139462,1,1,1
OG6_126747,1,1,1
OG6_492101,1,1,1
OG6_490445,1,1,1
OG6_490840,1,1,1
OG6_490752,1,1,1
OG6_102589,1,1,1
OG6_119343,1,1,1
OG6_215369,1,1,1
OG6_491284,1,1,1
OG6_100780,2,3,1
OG6_100646,1,1,1
OG6_490605,1,1,1
OG6_104422,1,1,1
OG6_105784,1,1,1
OG6_491396,1,1,1
OG6_490896,1,1,1
OG6_491477,1,1,1
OG6_119672,1,1,1
OG6_101498,1,1,1
OG6_492153,1,1,1
OG6_491777,1,1,1
OG6_139500,1,1,1
OG6_137261,1,1,1
OG6_136970,1,1,1
OG6_489731,1,1,1
OG6_491481,1,1,1
OG6_100948,1,1,1
